bundler, components, iteration, children, depth, styles, time, bundle_size, success
parcel,820,2,9,3,false,5.96,834733,true
parcel-css,820,0,9,3,false,5.66,834741,true
parcel-css,820,1,9,3,false,5.8,834741,true
parcel-css,820,2,9,3,false,5.73,834741,true
rollup,820,0,9,3,false,19.28,688110,true
rollup,820,1,9,3,false,17.89,688110,true
rollup,820,2,9,3,false,17.9,688110,true
rollup-terser,820,0,9,3,false,15.15,697508,true
rollup-terser,820,1,9,3,false,15.32,697508,true
rollup-terser,820,2,9,3,false,15.06,697508,true
webpack,820,0,9,3,false,17.26,928082,true
webpack,820,1,9,3,false,17.94,928082,true
webpack,820,2,9,3,false,18.49,928082,true
webpack-esbuild,820,0,9,3,false,6.38,595507,true
webpack-esbuild,820,1,9,3,false,6.33,595507,true
webpack-esbuild,820,2,9,3,false,6.49,595507,true
webpack-swc,820,0,9,3,false,26.28,1725696,true
webpack-swc,820,1,9,3,false,26.81,1725696,true
webpack-swc,820,2,9,3,false,25.38,1725696,true
vite,820,0,9,3,false,2.71,649152,true
vite,820,1,9,3,false,2.73,649152,true
vite,820,2,9,3,false,2.76,649152,true
